model,idx,part_id,pred_file,gt_file,T_prec,T_sens,clDice,CC_pred,CC_gt,Holes_pred,Holes_gt,abs_dBeta0,abs_dBeta1,Betti_Error
DeepLabV3+ (R50),43,Part02/0146,0043.png,data/TP-Dataset/GroundTruth/Part02/0146.png,0.984033613445,0.957050823193,0.970354675995,2,2,0,0,0,0,0
DeepLabV3+ (R50),44,Part02/0469,0044.png,data/TP-Dataset/GroundTruth/Part02/0469.png,0.529487945806,0.660723009282,0.587870355983,126,1,51,0,125,51,176
DeepLabV3+ (R50),45,Part02/0104,0045.png,data/TP-Dataset/GroundTruth/Part02/0104.png,0.744515367698,0.167865442071,0.273961047820,228,1,126,0,227,126,353
DeepLabV3+ (R50),46,Part08/1214,0046.png,data/TP-Dataset/GroundTruth/Part08/1214.png,1.000000000000,0.897506925208,0.945985401459,1,1,0,0,0,0,0
DeepLabV3+ (R50),47,Part08/1274,0047.png,data/TP-Dataset/GroundTruth/Part08/1274.png,1.000000000000,0.952497952498,0.975671140939,1,2,0,0,1,0,1
DeepLabV3+ (R50),48,Part08/1085,0048.png,data/TP-Dataset/GroundTruth/Part08/1085.png,1.000000000000,0.935314685315,0.966576332429,1,1,0,0,0,0,0
DeepLabV3+ (R50),49,Part03/0607,0049.png,data/TP-Dataset/GroundTruth/Part03/0607.png,0.977729387311,0.971869590306,0.974790682581,30,1,74,0,29,74,103
DeepLabV3+ (R50),50,Part08/1036,0050.png,data/TP-Dataset/GroundTruth/Part08/1036.png,0.973509933775,0.792531120332,0.873747432625,1,2,0,0,1,0,1
DeepLabV3+ (R50),51,Part03/0658,0051.png,data/TP-Dataset/GroundTruth/Part03/0658.png,0.921970357454,0.702747989276,0.797569395553,7,3,0,0,4,0,4
DeepLabV3+ (R50),52,Part07/0781,0052.png,data/TP-Dataset/GroundTruth/Part07/0781.png,0.981868898187,0.609105180534,0.751817946614,2,3,0,0,1,0,1
DeepLabV3+ (R50),53,Part08/1117,0053.png,data/TP-Dataset/GroundTruth/Part08/1117.png,0.914074074074,0.883308714919,0.898428092953,2,2,0,0,0,0,0
DeepLabV3+ (R50),54,Part02/0422,0054.png,data/TP-Dataset/GroundTruth/Part02/0422.png,0.660972088547,0.890542635659,0.758773109462,79,1,30,0,78,30,108
DeepLabV3+ (R50),55,Part07/0881,0055.png,data/TP-Dataset/GroundTruth/Part07/0881.png,1.000000000000,0.628078817734,0.771558245083,2,1,0,0,1,0,1
DeepLabV3+ (R50),56,Part08/1285,0056.png,data/TP-Dataset/GroundTruth/Part08/1285.png,1.000000000000,0.479729729730,0.648401826484,1,2,0,0,1,0,1
DeepLabV3+ (R50),57,Part07/0763,0057.png,data/TP-Dataset/GroundTruth/Part07/0763.png,0.998880179171,0.856872037915,0.922442648192,2,1,0,0,1,0,1
DeepLabV3+ (R50),58,Part02/0292,0058.png,data/TP-Dataset/GroundTruth/Part02/0292.png,0.399365750529,0.459904638058,0.427502596130,177,1,120,0,176,120,296
DeepLabV3+ (R50),59,Part07/0754,0059.png,data/TP-Dataset/GroundTruth/Part07/0754.png,0.990000000000,0.736842105263,0.844864370618,1,1,0,0,0,0,0
DeepLabV3+ (R50),60,Part08/0925,0060.png,data/TP-Dataset/GroundTruth/Part08/0925.png,0.974643423138,0.979559748428,0.977095401611,1,1,0,0,0,0,0
DeepLabV3+ (R50),61,Part08/1255,0061.png,data/TP-Dataset/GroundTruth/Part08/1255.png,1.000000000000,0.890173410405,0.941896024464,1,1,0,0,0,0,0
DeepLabV3+ (R50),62,Part07/0748,0062.png,data/TP-Dataset/GroundTruth/Part07/0748.png,0.995249406176,0.977035490605,0.986058346260,1,1,0,0,0,0,0
DeepLabV3+ (R50),63,Part08/1193,0063.png,data/TP-Dataset/GroundTruth/Part08/1193.png,0.820352577152,0.383606233971,0.522762672181,631,1,436,0,630,436,1066
DeepLabV3+ (R50),64,Part01/0005,0064.png,data/TP-Dataset/GroundTruth/Part01/0005.png,0.971193415638,0.599297012302,0.741212174241,9,4,0,0,5,0,5
DeepLabV3+ (R50),65,Part07/0772,0065.png,data/TP-Dataset/GroundTruth/Part07/0772.png,1.000000000000,0.013863773357,0.027348394768,18,2,9,0,16,9,25
DeepLabV3+ (R50),66,Part08/0901,0066.png,data/TP-Dataset/GroundTruth/Part08/0901.png,0.992947813822,0.979930795848,0.986396361808,1,1,0,0,0,0,0
DeepLabV3+ (R50),67,Part03/0597,0067.png,data/TP-Dataset/GroundTruth/Part03/0597.png,0.997733031071,0.944837097052,0.970564889331,46,1,25,0,45,25,70
DeepLabV3+ (R50),68,Part02/0242,0068.png,data/TP-Dataset/GroundTruth/Part02/0242.png,0.670750382848,0.888183324130,0.764303577545,60,3,21,0,57,21,78
DeepLabV3+ (R50),69,Part03/0633,0069.png,data/TP-Dataset/GroundTruth/Part03/0633.png,0.976101568335,0.977528089888,0.976814308294,1,1,0,0,0,0,0
DeepLabV3+ (R50),70,Part07/0768,0070.png,data/TP-Dataset/GroundTruth/Part07/0768.png,0.968481375358,0.766826923077,0.855937349914,2,1,0,0,1,0,1
DeepLabV3+ (R50),71,Part02/0197,0071.png,data/TP-Dataset/GroundTruth/Part02/0197.png,0.813298106561,0.948034643571,0.875512909769,14,2,4,0,12,4,16
DeepLabV3+ (R50),72,Part03/0697,0072.png,data/TP-Dataset/GroundTruth/Part03/0697.png,0.999631540162,0.820837097260,0.901454312245,1,1,0,0,0,0,0
DeepLabV3+ (R50),73,Part08/1221,0073.png,data/TP-Dataset/GroundTruth/Part08/1221.png,0.995412844037,0.911275415896,0.951487741860,1,1,0,0,0,0,0
DeepLabV3+ (R50),74,Part02/0039,0074.png,data/TP-Dataset/GroundTruth/Part02/0039.png,0.619532301480,0.669405997693,0.643504252517,229,3,173,0,226,173,399
DeepLabV3+ (R50),75,Part08/1119,0075.png,data/TP-Dataset/GroundTruth/Part08/1119.png,0.994129158513,0.664516129032,0.796571593858,1,3,0,0,2,0,2
DeepLabV3+ (R50),76,Part02/0467,0076.png,data/TP-Dataset/GroundTruth/Part02/0467.png,0.464973371569,0.916403402187,0.616925356973,164,1,60,0,163,60,223
DeepLabV3+ (R50),77,Part07/0888,0077.png,data/TP-Dataset/GroundTruth/Part07/0888.png,1.000000000000,0.718631178707,0.836283185840,1,1,0,0,0,0,0
